8803 ; 13
8853 ; 1
8993 ; 9
9388 ; 4
9508 ; 6
9692 ; 10
11 ; 10
743 ; 12
895 ; 11
952 ; 3
1094 ; 7
2160 ; 11
2664 ; 2
3063 ; 3
3688 ; 8
4371 ; 7
4558 ; 5
4717 ; 3
5173 ; 9
5605 ; 8
12 ; 6
264 ; 11
293 ; 11
389 ; 13
1012 ; 12
1536 ; 4
1663 ; 1
2231 ; 7
3017 ; 3
3500 ; 4
3644 ; 11
3730 ; 13
4386 ; 1
4642 ; 1
4694 ; 5
5021 ; 10
5045 ; 2
6054 ; 13
6097 ; 1
6144 ; 10
6210 ; 13
7413 ; 4
7753 ; 13
7877 ; 12
8835 ; 11
1422 ; 15
1468 ; 1
1581 ; 12
1599 ; 2
1922 ; 3
2093 ; 10
2415 ; 1
2703 ; 2
2833 ; 2
3181 ; 9
3806 ; 9
5968 ; 9
6400 ; 13
6469 ; 10
6762 ; 14
7578 ; 9
8440 ; 3
9154 ; 5
9164 ; 5
14 ; 8
922 ; 12
1115 ; 4
1916 ; 14
3826 ; 6
4019 ; 2
5007 ; 5
5562 ; 4
7068 ; 9
7903 ; 9
7917 ; 12
8222 ; 1
9065 ; 9
15 ; 5
375 ; 13
1412 ; 6
1671 ; 8
1713 ; 1
2155 ; 4
2335 ; 11
2699 ; 1
2995 ; 13
3939 ; 4
4049 ; 11
4062 ; 6
4149 ; 6
4201 ; 12
4873 ; 1
5247 ; 7
5325 ; 7
6085 ; 3
6215 ; 15
6785 ; 10
8156 ; 2
8337 ; 8
9010 ; 12
9116 ; 11
16 ; 8
130 ; 4
471 ; 4
1274 ; 4
2252 ; 11
3147 ; 10
3386 ; 5
3699 ; 13
3705 ; 9
3772 ; 16
5015 ; 2
5292 ; 9
6095 ; 13
6556 ; 13
6700 ; 4
6729 ; 15
6783 ; 1
7235 ; 15
7972 ; 9
7995 ; 10
8242 ; 13
9450 ; 5
17 ; 6
483 ; 5
1355 ; 13
1678 ; 7
3358 ; 10
4123 ; 8
4955 ; 13
5411 ; 5
5539 ; 3
6236 ; 3
6393 ; 4
7294 ; 9
8659 ; 2
8849 ; 4
9025 ; 12
18 ; 10
475 ; 2
1040 ; 9
1264 ; 3
1379 ; 3
1725 ; 5
1939 ; 9
2447 ; 3
3165 ; 9
3940 ; 7
4391 ; 1
4429 ; 12
4960 ; 8
5057 ; 9
5219 ; 3
5233 ; 13
5409 ; 9
5519 ; 4
6192 ; 6
6559 ; 6
6839 ; 11
7142 ; 3
7194 ; 7
7461 ; 7
7549 ; 5
8286 ; 7
8526 ; 8
8583 ; 14
19 ; 9
884 ; 5
989 ; 2
1233 ; 13
3466 ; 12
3504 ; 10
3611 ; 11
5003 ; 11
5055 ; 1
5440 ; 7
5526 ; 8
5961 ; 11
6120 ; 10
6599 ; 8
6888 ; 8
7318 ; 3
7433 ; 7
7534 ; 7
7831 ; 7
8045 ; 5
8296 ; 11
9816 ; 7
20 ; 11
818 ; 10
924 ; 14
1248 ; 13
2332 ; 4
2806 ; 7
2884 ; 7
3636 ; 4
3787 ; 8
4355 ; 1
5482 ; 5
6065 ; 2
6150 ; 1
6715 ; 6
8541 ; 10
8859 ; 8
9386 ; 4
9696 ; 3
9717 ; 2
9745 ; 4
9802 ; 2
9831 ; 13
21 ; 3
101 ; 2
277 ; 6
281 ; 7
1034 ; 8
1192 ; 5
1235 ; 10
1346 ; 12
1625 ; 10
1712 ; 15
2081 ; 1
2246 ; 4
2923 ; 4
2996 ; 7
3210 ; 7
3301 ; 8
4438 ; 11
5141 ; 11
5856 ; 12
6895 ; 2
6931 ; 10
7445 ; 4
7667 ; 1
8676 ; 10
8682 ; 4
9415 ; 8
9923 ; 8
22 ; 9
1004 ; 3
1665 ; 6
2551 ; 5
3536 ; 3
4084 ; 12
4258 ; 1
6638 ; 2
8030 ; 1
8318 ; 12
8358 ; 6
8611 ; 7
9581 ; 17
9752 ; 1
9968 ; 3
23 ; 5
724 ; 14
1311 ; 10
1756 ; 2
1863 ; 2
2629 ; 7
3281 ; 6
3319 ; 3
3574 ; 9
3793 ; 1
5676 ; 6
5822 ; 7
5995 ; 2
7316 ; 10
7363 ; 1
7633 ; 7
7711 ; 3
7909 ; 8
8018 ; 6
8386 ; 2
9982 ; 7
24 ; 4
147 ; 2
831 ; 2
1105 ; 9
2291 ; 3
2487 ; 6
2972 ; 11
4282 ; 1
4622 ; 6
4813 ; 6
5006 ; 7
5278 ; 11
5513 ; 6
5827 ; 13
6136 ; 6
6254 ; 3
6334 ; 6
6781 ; 3
8382 ; 2
8554 ; 1
8764 ; 1
8823 ; 5
9113 ; 7
9301 ; 1
25 ; 9
2104 ; 8
2488 ; 6
2649 ; 7
2869 ; 7
3180 ; 15
3553 ; 2
4421 ; 6
4890 ; 3
5105 ; 8
5762 ; 4
5883 ; 2
6843 ; 5
7546 ; 6
7639 ; 2
7709 ; 1
8903 ; 7
8948 ; 7
26 ; 10
610 ; 1
721 ; 9
2137 ; 8
3363 ; 1
3869 ; 9
5036 ; 3
6318 ; 2
6331 ; 5
6641 ; 5
6799 ; 7
6873 ; 5
7021 ; 8
7813 ; 4
8223 ; 6
8439 ; 8
8494 ; 11
8500 ; 9
27 ; 10
631 ; 7
1229 ; 5
2103 ; 2
2437 ; 12
3518 ; 6
4501 ; 6
4552 ; 1
5211 ; 13
6234 ; 8
6457 ; 8
7093 ; 6
7592 ; 5
7793 ; 14
8535 ; 1
8683 ; 2
8884 ; 2
9700 ; 4
9746 ; 2
28 ; 8
879 ; 2
1652 ; 1
1976 ; 4
2266 ; 10
2492 ; 1
4040 ; 12
4557 ; 7
5544 ; 11
5927 ; 10
7126 ; 4
7256 ; 14
8230 ; 1
8354 ; 5
9536 ; 15
29 ; 8
221 ; 10
542 ; 6
588 ; 10
963 ; 3
2101 ; 4
3858 ; 4
4108 ; 9
4434 ; 13
4672 ; 5
4783 ; 11
4916 ; 1
5448 ; 5
5607 ; 6
5688 ; 6
5902 ; 10
6516 ; 1
7218 ; 10
8629 ; 6
9174 ; 4
30 ; 10
714 ; 8
3076 ; 2
3201 ; 9
3409 ; 6
3525 ; 4
5067 ; 2
5569 ; 2
8049 ; 12
9169 ; 7
31 ; 9
361 ; 3
1299 ; 10
1363 ; 5
1469 ; 13
1567 ; 14
2930 ; 11
3099 ; 2
3789 ; 7
4023 ; 13
4774 ; 6
5458 ; 7
5817 ; 5
6755 ; 8
7260 ; 1
8643 ; 4
8906 ; 5
9118 ; 8
9995 ; 15
32 ; 1
640 ; 10
1287 ; 11
1507 ; 6
1993 ; 3
2061 ; 13
2603 ; 12
3711 ; 8
4217 ; 10
4851 ; 7
4897 ; 2
5185 ; 6
5196 ; 5
5341 ; 12
5483 ; 3
5710 ; 13
6026 ; 4
7028 ; 13
8169 ; 6
9043 ; 12
33 ; 8
923 ; 5
1021 ; 5
1304 ; 12
2288 ; 10
3025 ; 6
3348 ; 6
3445 ; 10
3779 ; 11
4145 ; 4
4277 ; 9
4311 ; 13
5177 ; 1
5763 ; 10
6007 ; 6
6008 ; 9
7411 ; 3
7955 ; 9
9051 ; 9
9774 ; 3
9904 ; 2
9954 ; 3
34 ; 8
974 ; 10
2795 ; 12
3488 ; 4
3897 ; 4
4425 ; 4
4525 ; 2
5426 ; 3
5454 ; 14
5462 ; 1
5916 ; 5
6360 ; 3
6961 ; 2
7027 ; 3
7161 ; 3
7168 ; 10
8014 ; 3
8846 ; 12
9195 ; 1
9230 ; 12
35 ; 11
453 ; 3
786 ; 4
1084 ; 1
1358 ; 9
1501 ; 1
2056 ; 8
2349 ; 6
2975 ; 6
3523 ; 8
4125 ; 12
4583 ; 7
6105 ; 9
6325 ; 4
6478 ; 10
6490 ; 7
7783 ; 7
8471 ; 4
9220 ; 4
9949 ; 7
36 ; 3
58 ; 8
229 ; 14
935 ; 8
1086 ; 1
2225 ; 7
2350 ; 1
3354 ; 7
3403 ; 14
3840 ; 14
4748 ; 7
5011 ; 5
5123 ; 5
5287 ; 14
5490 ; 2
6611 ; 4
7109 ; 10
7114 ; 1
8587 ; 12
8754 ; 10
9711 ; 14
37 ; 1
77 ; 4
414 ; 9
664 ; 7
791 ; 3
907 ; 9
1037 ; 13
1043 ; 4
2711 ; 14
3172 ; 7
3402 ; 2
3713 ; 11
4511 ; 2
5264 ; 3
5314 ; 4
6835 ; 3
6958 ; 8
7181 ; 7
8124 ; 2
8146 ; 3
9780 ; 10
9996 ; 9
38 ; 7
476 ; 4
505 ; 4
671 ; 2
1634 ; 14
2142 ; 9
2533 ; 8
3230 ; 4
3554 ; 3
3663 ; 3
3917 ; 4
4180 ; 3
4229 ; 1
4373 ; 4
4497 ; 1
5041 ; 6
5298 ; 11
6221 ; 12
7404 ; 10
7759 ; 9
8719 ; 2
9101 ; 6
39 ; 4
873 ; 1
1448 ; 5
3537 ; 8
3724 ; 6
4468 ; 15
4902 ; 13
5876 ; 3
5964 ; 7
6328 ; 3
7749 ; 9
9930 ; 7
40 ; 5
511 ; 11
1076 ; 6
1337 ; 6
2100 ; 7
2215 ; 8
2868 ; 13
3467 ; 6
3790 ; 11
3891 ; 11
4245 ; 15
4785 ; 7
5191 ; 6
5449 ; 8
5717 ; 7
6362 ; 8
7619 ; 4
8729 ; 10
9152 ; 8
9498 ; 2
41 ; 5
1136 ; 3
1614 ; 12
1809 ; 4
2105 ; 9
3019 ; 14
3417 ; 3
3621 ; 4
5389 ; 2
5610 ; 1
6450 ; 14
7881 ; 10
8994 ; 4
9078 ; 1
9320 ; 10
9501 ; 12
9559 ; 3
9754 ; 7
42 ; 4
908 ; 1
1619 ; 10
1641 ; 13
1818 ; 3
2107 ; 7
2514 ; 2
2963 ; 17
3103 ; 2
3831 ; 6
4164 ; 7
4284 ; 12
4657 ; 8
5443 ; 15
5590 ; 7
5840 ; 13
5913 ; 13
7251 ; 14
7547 ; 7
7994 ; 13
8000 ; 7
8931 ; 7
9153 ; 12
9427 ; 11
9600 ; 10
43 ; 7
217 ; 1
510 ; 10
659 ; 1
687 ; 3
998 ; 5
1557 ; 11
3371 ; 5
3782 ; 12
3949 ; 1
4178 ; 8
6776 ; 1
6922 ; 10
8799 ; 2
9528 ; 10
9683 ; 2
44 ; 6
766 ; 7
1097 ; 5
3369 ; 1
3703 ; 2
4484 ; 4
4699 ; 2
5107 ; 1
5338 ; 3
5841 ; 8
6301 ; 12
7137 ; 11
7842 ; 3
8292 ; 1
8461 ; 4
8634 ; 1
8640 ; 2
8792 ; 1
9496 ; 8
45 ; 10
81 ; 14
352 ; 5
844 ; 1
3029 ; 5
4035 ; 12
4485 ; 8
4809 ; 5
5489 ; 5
5518 ; 14
6710 ; 2
7442 ; 11
7744 ; 11
7926 ; 15
9029 ; 6
46 ; 11
113 ; 9
1349 ; 3
1822 ; 4
2307 ; 1
3117 ; 15
3298 ; 9
3430 ; 3
4292 ; 2
5168 ; 8
5348 ; 15
6761 ; 5
7122 ; 13
7527 ; 12
9412 ; 3
9502 ; 1
47 ; 8
513 ; 9
1400 ; 9
1543 ; 7
1847 ; 3
2048 ; 1
2144 ; 3
3985 ; 6
4639 ; 10
5357 ; 13
6340 ; 12
6408 ; 2
6721 ; 11
7424 ; 10
9566 ; 9
48 ; 1
171 ; 8
379 ; 10
1055 ; 6
1125 ; 2
1532 ; 6
1742 ; 3
1885 ; 3
1970 ; 3
2577 ; 4
3081 ; 9
3452 ; 6
3503 ; 3
3556 ; 5
4584 ; 10
4954 ; 2
5022 ; 2
5031 ; 5
5122 ; 6
5370 ; 2
5886 ; 3
7324 ; 8
7805 ; 12
8129 ; 13
8174 ; 4
8965 ; 7
9419 ; 5
9511 ; 5
9632 ; 4
9805 ; 5
49 ; 10
1496 ; 8
1683 ; 8
3205 ; 5
4448 ; 4
4520 ; 3
6304 ; 2
7150 ; 3
7387 ; 11
7593 ; 8
7689 ; 1
7732 ; 6
7982 ; 1
8663 ; 11
9074 ; 1
9339 ; 6
50 ; 11
492 ; 2
2767 ; 8
2832 ; 4
3132 ; 1
3894 ; 9
4171 ; 7
4631 ; 4
4703 ; 9
5161 ; 13
5249 ; 9
7916 ; 12
8089 ; 7
9392 ; 3
51 ; 5
1481 ; 1
1525 ; 3
2387 ; 2
3240 ; 11
3885 ; 7
3990 ; 9
4300 ; 1
4315 ; 10
4370 ; 7
4840 ; 11
4978 ; 11
6374 ; 12
6495 ; 1
6604 ; 11
7116 ; 4
7157 ; 14
8806 ; 7
9259 ; 6
9795 ; 8
52 ; 10
1010 ; 3
1173 ; 3
3199 ; 13
4596 ; 6
4636 ; 2
4720 ; 14
4891 ; 4
5001 ; 6
5060 ; 5
5265 ; 8
5628 ; 5
5848 ; 8
6910 ; 1
7938 ; 11
8262 ; 12
8876 ; 7
9298 ; 7
9578 ; 3
53 ; 14
76 ; 7
176 ; 2
851 ; 1
1676 ; 12
2194 ; 4
2371 ; 2
2462 ; 3
4879 ; 10
5952 ; 12
6791 ; 9
7174 ; 8
8219 ; 2
8455 ; 6
54 ; 4
112 ; 9
554 ; 8
730 ; 7
735 ; 3
960 ; 1
1415 ; 8
2045 ; 3
2053 ; 5
3979 ; 10
4203 ; 9
4670 ; 15
5506 ; 11
5897 ; 3
6801 ; 5
7416 ; 3
7750 ; 9
8079 ; 5
9343 ; 2
9843 ; 7
9879 ; 9
55 ; 4
220 ; 7
285 ; 2
391 ; 5
396 ; 5
955 ; 9
3333 ; 6
3475 ; 9
4139 ; 15
4143 ; 1
4495 ; 1
6470 ; 9
6656 ; 6
6662 ; 13
6945 ; 2
7072 ; 6
7083 ; 1
7186 ; 3
7466 ; 5
7734 ; 3
8076 ; 14
8148 ; 14
8257 ; 6
8368 ; 1
9585 ; 9
56 ; 3
148 ; 12
199 ; 12
1144 ; 1
1273 ; 2
1631 ; 8
1876 ; 5
1982 ; 2
2369 ; 4
2541 ; 2
2585 ; 16
3387 ; 13
3821 ; 9
4146 ; 2
5012 ; 1
5100 ; 5
5641 ; 7
6733 ; 5
7286 ; 9
7348 ; 1
7422 ; 4
8241 ; 16
9491 ; 12
57 ; 6
198 ; 4
484 ; 2
1445 ; 4
2484 ; 4
2650 ; 2
2878 ; 1
4089 ; 3
4159 ; 9
4377 ; 8
5028 ; 2
5297 ; 5
6259 ; 14
6610 ; 8
7537 ; 10
8725 ; 8
8745 ; 10
8943 ; 3
9075 ; 14
9644 ; 2
1320 ; 6
2338 ; 1
3091 ; 13
4871 ; 9
5322 ; 7
6820 ; 7
7356 ; 4
7493 ; 6
7755 ; 13
8664 ; 12
59 ; 3
312 ; 1
596 ; 14
938 ; 6
1008 ; 2
1419 ; 5
1526 ; 12
2736 ; 2
3289 ; 5
3904 ; 2
4766 ; 10
4834 ; 1
5686 ; 1
6212 ; 4
6678 ; 5
7255 ; 5
8235 ; 6
8716 ; 11
9050 ; 1
9091 ; 7
9097 ; 11
9137 ; 5
9663 ; 14
60 ; 4
283 ; 6
653 ; 9
1892 ; 8
2298 ; 12
2586 ; 1
2666 ; 7
2953 ; 2
4117 ; 2
4148 ; 7
4967 ; 1
5261 ; 3
5283 ; 3
6031 ; 5
7589 ; 3
8424 ; 9
8843 ; 11
9098 ; 12
10000 ; 10
61 ; 6
987 ; 2
1001 ; 2
1169 ; 5
1230 ; 9
2250 ; 1
3654 ; 12
3661 ; 2
3736 ; 8
5579 ; 9
6268 ; 15
7879 ; 1
8189 ; 5
8420 ; 4
8896 ; 4
9203 ; 3
9673 ; 12
62 ; 11
558 ; 2
1161 ; 2
1535 ; 2
1938 ; 5
2453 ; 3
3576 ; 3
5372 ; 6
6233 ; 2
6272 ; 13
6401 ; 6
6529 ; 5
7892 ; 4
8702 ; 1
9233 ; 1
9586 ; 9
63 ; 1
67 ; 7
788 ; 9
1428 ; 4
3090 ; 7
3760 ; 7
4537 ; 8
4763 ; 7
5271 ; 3
5358 ; 5
5508 ; 4
5666 ; 2
7468 ; 2
7935 ; 6
9555 ; 5
64 ; 3
75 ; 1
630 ; 6
870 ; 2
1155 ; 2
1340 ; 7
2062 ; 2
2942 ; 8
3121 ; 5
3151 ; 10
3634 ; 2
4572 ; 9
5169 ; 1
5362 ; 4
5596 ; 8
5908 ; 7
6805 ; 2
7266 ; 16
8187 ; 4
8588 ; 9
8710 ; 8
8797 ; 7
8989 ; 10
9609 ; 4
65 ; 3
458 ; 1
522 ; 5
701 ; 6
846 ; 2
1165 ; 1
1271 ; 6
2262 ; 1
2274 ; 12
2667 ; 9
2785 ; 8
2949 ; 5
3379 ; 10
3596 ; 1
3637 ; 13
3728 ; 6
3912 ; 6
3919 ; 7
4409 ; 12
5956 ; 8
6249 ; 7
6458 ; 10
6810 ; 8
6830 ; 10
7135 ; 6
8371 ; 6
8804 ; 4
8820 ; 8
9782 ; 7
66 ; 10
944 ; 4
1203 ; 9
1569 ; 6
2157 ; 14
2366 ; 9
3660 ; 12
3679 ; 5
5128 ; 2
5225 ; 8
5321 ; 6
5658 ; 13
6525 ; 9
6532 ; 3
6540 ; 12
7236 ; 12
7557 ; 3
7850 ; 7
8086 ; 13
8626 ; 7
8860 ; 9
9236 ; 6
292 ; 3
796 ; 12
1423 ; 9
2719 ; 10
2900 ; 10
3164 ; 3
3747 ; 4
4531 ; 12
4538 ; 11
5194 ; 13
5637 ; 12
6616 ; 4
7309 ; 10
7625 ; 1
7651 ; 9
8131 ; 5
8240 ; 4
8390 ; 13
8492 ; 9
9981 ; 1
68 ; 8
543 ; 11
971 ; 6
1727 ; 2
1796 ; 14
2109 ; 13
3067 ; 7
4085 ; 5
4132 ; 6
5885 ; 9
6321 ; 2
6345 ; 1
6634 ; 9
7465 ; 10
7488 ; 7
8724 ; 9
8821 ; 12
9057 ; 6
69 ; 12
848 ; 16
1186 ; 10
1223 ; 4
2244 ; 1
2979 ; 6
3112 ; 3
3279 ; 2
3655 ; 8
4398 ; 3
4644 ; 2
4935 ; 14
6276 ; 1
7043 ; 4
7455 ; 10
8283 ; 14
8343 ; 10
9686 ; 1
70 ; 13
185 ; 4
251 ; 11
869 ; 5
1370 ; 8
1673 ; 4
1960 ; 5
4581 ; 5
5009 ; 15
7439 ; 6
8268 ; 3
9027 ; 8
9354 ; 8
9833 ; 1
71 ; 7
278 ; 4
2813 ; 15
3832 ; 1
4030 ; 4
5174 ; 1
5232 ; 4
6743 ; 8
7346 ; 2
7992 ; 4
8696 ; 6
9340 ; 13
72 ; 4
656 ; 8
820 ; 3
1023 ; 6
1032 ; 2
2282 ; 9
3086 ; 14
3332 ; 5
3450 ; 3
3966 ; 3
4382 ; 3
4611 ; 1
5332 ; 6
6291 ; 2
7560 ; 1
8044 ; 9
8970 ; 1
9167 ; 11
9252 ; 10
73 ; 16
524 ; 5
548 ; 8
1654 ; 2
2249 ; 5
3092 ; 5
3524 ; 7
4805 ; 4
5930 ; 7
6849 ; 6
6972 ; 9
8217 ; 4
8456 ; 6
9058 ; 4
9992 ; 4
74 ; 7
881 ; 1
1485 ; 4
2082 ; 11
2287 ; 10
3237 ; 10
3738 ; 3
3836 ; 10
4181 ; 9
5087 ; 3
5798 ; 10
7159 ; 1
7171 ; 11
7479 ; 6
7580 ; 9
8113 ; 13
8772 ; 11
9080 ; 13
9986 ; 1
1930 ; 4
2140 ; 8
2260 ; 8
2480 ; 5
2882 ; 13
2951 ; 11
3278 ; 8
4046 ; 3
4700 ; 7
5037 ; 3
5131 ; 12
5909 ; 3
7447 ; 12
8404 ; 3
8795 ; 9
9513 ; 7
9648 ; 11
214 ; 4
1987 ; 13
2506 ; 8
2519 ; 8
3262 ; 10
4183 ; 12
4771 ; 11
5439 ; 3
5775 ; 15
6000 ; 8
6033 ; 10
6111 ; 3
6859 ; 4
8789 ; 9
8848 ; 8
9705 ; 5
1852 ; 3
2671 ; 12
3089 ; 7
4068 ; 1
4166 ; 6
4173 ; 12
4335 ; 2
6057 ; 5
6534 ; 2
7735 ; 1
8106 ; 6
8186 ; 8
8521 ; 9
8972 ; 3
9240 ; 13
9557 ; 2
9666 ; 3
78 ; 14
253 ; 5
2730 ; 1
3680 ; 7
4522 ; 9
5034 ; 3
5387 ; 1
6110 ; 4
6130 ; 8
6247 ; 2
7564 ; 10
7569 ; 1
7762 ; 6
9352 ; 3
9580 ; 5
79 ; 8
132 ; 6
1999 ; 2
2409 ; 16
2857 ; 14
3133 ; 10
4463 ; 12
4861 ; 7
5051 ; 11
5954 ; 2
6507 ; 1
6573 ; 12
8287 ; 13
8329 ; 6
8421 ; 7
9262 ; 3
9891 ; 5
80 ; 4
1022 ; 7
1956 ; 1
2989 ; 10
3407 ; 3
3734 ; 7
4518 ; 5
4588 ; 7
5111 ; 1
5969 ; 11
6696 ; 7
8392 ; 7
8971 ; 7
9732 ; 7
9809 ; 3
562 ; 2
571 ; 1
608 ; 3
774 ; 6
2226 ; 3
2507 ; 5
3543 ; 11
4490 ; 10
4516 ; 9
4663 ; 11
6825 ; 2
7385 ; 4
7654 ; 8
9815 ; 12
82 ; 6
256 ; 8
311 ; 10
1608 ; 11
2304 ; 1
3835 ; 8
4041 ; 3
4828 ; 5
4869 ; 4
5401 ; 13
5536 ; 5
5764 ; 5
6955 ; 9
7507 ; 10
7966 ; 9
8348 ; 3
9012 ; 7
9464 ; 5
83 ; 4
208 ; 6
540 ; 3
902 ; 8
1026 ; 10
1038 ; 10
1044 ; 10
1710 ; 6
1918 ; 3
2732 ; 2
3581 ; 1
3749 ; 8
4047 ; 9
4114 ; 5
4446 ; 3
5259 ; 2
5754 ; 7
5989 ; 9
6481 ; 5
6646 ; 5
7320 ; 2
7624 ; 7
8035 ; 10
8297 ; 6
8460 ; 1
8528 ; 9
84 ; 2
284 ; 13
868 ; 14
1279 ; 6
1385 ; 1
1790 ; 1
2257 ; 10
3657 ; 8
3896 ; 5
4712 ; 5
5732 ; 3
6004 ; 5
7269 ; 3
7474 ; 12
7632 ; 12
7636 ; 14
8105 ; 11
9168 ; 11
85 ; 8
313 ; 10
639 ; 10
1098 ; 3
1245 ; 5
1293 ; 1
2020 ; 4
3214 ; 6
3999 ; 7
4055 ; 4
4745 ; 2
5162 ; 5
5429 ; 11
5612 ; 5
5998 ; 5
6093 ; 2
6911 ; 10
6914 ; 3
8151 ; 13
8819 ; 10
8997 ; 2
9345 ; 5
338 ; 8
718 ; 13
906 ; 1
1685 ; 4
2383 ; 4
2642 ; 4
4837 ; 3
6208 ; 3
7012 ; 1
7927 ; 3
8041 ; 12
8116 ; 1
8897 ; 12
9015 ; 13
9148 ; 7
87 ; 12
633 ; 11
1268 ; 1
1738 ; 8
2451 ; 8
2907 ; 2
3586 ; 6
3625 ; 13
4274 ; 2
4549 ; 11
4756 ; 4
5016 ; 4
5227 ; 11
6287 ; 3
9661 ; 7
9897 ; 10
88 ; 10
914 ; 3
1365 ; 8
1616 ; 7
2153 ; 8
2871 ; 9
3149 ; 6
4904 ; 3
4939 ; 9
5166 ; 14
5195 ; 3
5662 ; 2
5684 ; 15
5878 ; 8
7081 ; 4
7980 ; 9
8568 ; 4
8662 ; 3
8832 ; 4
89 ; 8
516 ; 1
1639 ; 15
1967 ; 10
1994 ; 3
2687 ; 11
3215 ; 10
4058 ; 11
4175 ; 4
4948 ; 4
5337 ; 4
6100 ; 6
6530 ; 9
7008 ; 1
7234 ; 5
9219 ; 10
9778 ; 4
90 ; 6
222 ; 5
1872 ; 2
2562 ; 4
6025 ; 3
7108 ; 8
7271 ; 12
8069 ; 9
8111 ; 4
8555 ; 7
8905 ; 12
9592 ; 3
91 ; 2
149 ; 5
446 ; 3
620 ; 8
1696 ; 13
2203 ; 3
2275 ; 10
2522 ; 3
2564 ; 9
3942 ; 13
4612 ; 13
4969 ; 9
6108 ; 7
6277 ; 5
6600 ; 7
6874 ; 8
7191 ; 10
7331 ; 8
7595 ; 8
8688 ; 7
9741 ; 6
9905 ; 3
92 ; 7
499 ; 6
561 ; 3
865 ; 3
977 ; 8
2034 ; 2
2771 ; 2
2898 ; 4
3638 ; 10
3802 ; 11
7536 ; 9
9894 ; 11
93 ; 2
355 ; 16
537 ; 11
1762 ; 10
2135 ; 11
2469 ; 10
2829 ; 13
3399 ; 5
5136 ; 8
5303 ; 11
6993 ; 5
8057 ; 6
8936 ; 5
9834 ; 1
94 ; 2
372 ; 6
376 ; 7
699 ; 10
2066 ; 8
3603 ; 12
3627 ; 1
4845 ; 3
4952 ; 12
5821 ; 3
5893 ; 4
6101 ; 10
7512 ; 10
